PRS_NAT;libelle;grand_poste;poste;sous_poste
3598;DELIVRANCE AUTOTESTS EN PHIE;Pharmacie;Pharmacie;Pharmacie Autres
3599;REALISATION TAG EN PHIE;Pharmacie;Pharmacie;Pharmacie Autres
4382;PHARMACIE NON REMBOURSABLE;Pharmacie;Pharmacie;Pharmacie Autres
9211;VACCIN (MILITAIRES) / VACCIN GRIPPE (CRPCEN);Pharmacie;Pharmacie;Vaccin
9430;TM DE L'ACTE DE VACCINATION GRIPPE A/H1N1;Pharmacie;Pharmacie;Vaccin
9566;TRAITEMENT NICOTINIQUE DE SUBSTITUTION;Pharmacie;Pharmacie;Pharmacie Autres
9762;AIDES FINANCIERES INDIVIDUELLES PHARMACIE/LPP;Pharmacie;pharmacie;Pharmacie Autres
9777;PHARMACIE NON REMBOURSABLE SOINS PALLIATIFS;Pharmacie;Pharmacie;Pharmacie Autres
1069;SUPP. IMAGERIE EN COUPE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1070;BIO MEDICALE CLASSE AGE 2;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
1071;BIO MEDICALE CLASSE AGE 3;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
1086;TELESOINS SF;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1088;AIDE ASSISTANT MEDICAL ;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1100;PROTOCOLE MURAINE - BILAN VISUEL ;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1159;renouvellement d'optique;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1316;ACTES DE DIAGNOSTIC COTES KE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1320;FORFAIT RADIOGRAPHIE,ECHOGRAPHIE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1324;ACTE D'ECHOGRAPHIE CCAM;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1331;ACTES DE RADIOLOGIE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1332;ACTES DE RADIOLOGIE NUCLEAIRE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1333;MAJORATION POUR PRODUIT RADIOPHARMACEUTIQUE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1335;ACTE DE RADIOLOGIE MAMMOGRAPHIE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1336;ACTE DE RADIOLOGIE MAMMOGRAPHIE DEPISTAGE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1342;MAJORATION ANATOMO-CYTO-PATHOLOGIE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
1351;ACTE D'IMAGERIE (hors ECHOGRAPHIE) CCAM;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1433;ACTES EN SC (ET SCA POUR LA CRPCEN);Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1435;PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES-MATER;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1436;PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES-MATER;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1439;BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE MATERNITE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
1512;FORFAIT D  ACCOUCHEMENT MULTIPLE DES SAGES-FEMMES (FORFAIT N92);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1607;FORFAIT CONTRAT DE SANTE PUBLIQUE INFIRMIER;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1707;CDS INFIRMIER OPTANT FORF DEBUT;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1708;CDS INFIRMIER OPTANT FORF FIN;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1841;INDEMNITES FORFAITAIRES DE DEPLACEMENT;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1842;INDEMNITES FORFAITAIRES DE DEPLACEMENT DES AUXILIAIRES MEDICAUX ET ASSIMILES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1847;INDEMNITES FORFAITAIRES DE DEPLACEMENT DE SORTIE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1848;INDEMNITES FORFAITAIRES DEPLACEMENT INFIRMIERS;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1849;INDEMNITE FORFAITAIRE DEPLACEMENT MK PERS. AGEE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1907;REMUNERATION DES SOINS DE PROXIMITE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1911;ACTES DES SAGES-FEMMES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1913;MAJORATION MILIEU DE NUIT;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1939;MAJORATION SAGE-FEMME;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
1940;FORFAIT SORTIE PRECOCE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
2332;READAPTATION FONCTIONNELLE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
2333;REEDUCATION PROFESSIONNELLE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
2351;FORFAIT TECHNIQUE NORMAL IRMN -SCANNERS;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2352;FORFAIT TECHNIQUE REDUIT IRMN -SCANNERS;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2353;FORFAIT TECHNIQUE SCANNER (SPP expo amiante);Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2354;FORFAIT TECHNIQUE TOMOGRAPHIE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2355;FORFAIT CONCOMMABLE MEDECINE NUCLEAIRE 01;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2356;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 02;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2357;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 03;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2358;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 04;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2359;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 05;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2360;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 06;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2361;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 07;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2362;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 08;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2363;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 09;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2364;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 10;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2365;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 11;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2366;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 12;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2367;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 13;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2368;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 14;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2369;FORFAIT CONSOMMABLE MEDECINE NUCLEAIRE 15;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2391;FORFAIT TECHNIQUE TARIF REDUIT N°2;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2392;FORFAIT TECHNIQUE TARIF REDUIT N°3;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
2413;INVESTIGATIONS BIOLOGIQUES;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
2417;VERIFICATION BIOLOGIQUE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
2504;FORFAIT FIR EDUCATION THERAPEUTIQUE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3106;SOINS INFIRMIERS EXTERNALISES (PEC LOURDE);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3107;SOINS INFIRMIERS EXTERNALISES (PEC INTERMEDIAIRE);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3108;SOINS INFIRMIERS EXTERNALISES (PEC LEGERE);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3109;Majoration Infirmier Enfant;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3110;CONTRAT INCITATIF INFIRMIER;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3111;ACTES EN AMI;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3112;ACTES INFIRMIERS DE SOINS (AMI3-AMI13,AMI16);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3113;ACTES INFIRMIERS DES SAGES-FEMMES (SFI);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3115;DEMARCHE INFIRMIER;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3116;MAJORATION POUR ACTE UNIQUE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3117;MAJORATION DE COORDINATION ET D'ENVIRONNEMENT DE SOIN INFIRMIER;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3118;REMUNERATION VACCINATION GRIPPE A PAR INFIRMIERS LIBERAUX;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3119;REMUNERATION VACCINATION GRIPPE A PAR INFIRMIER RETRAITE OU SALARIE HORS OBLIGATIONS ;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3120;SOINS INFIRMIERS EXTERNALISES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3121;ACTES AMC;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3122;ACTES EN AMK;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3124;FORFAIT TROUBLES NEURO-DEVELOPPEMENT;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3125;ACTES DE KINESITHERAPIE OSTEO-ARTICULAIRE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3127;FORFAIT PRISE EN CHARGE AVC;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3128;RETOUR A DOMICILE POST CHIRURGIE ORTHOPEDIQUE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3129;PRATIQUE AVANCEE INFIRMIER MIP;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3130;PRATIQUE AVANCEE INFIRMIER PAI;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3131;ACTES DES PEDICURES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3132;ACTES DES ORTHOPHONISTES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3133;ACTES DES ORTHOPTISTES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3134;ACTE DE PEDICURE-PODOLOGUE (DIABETIQUE);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3135;FORFAIT EVALUATION DOMICILE HANDICAP;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3136;MAJORATION ENFANT - ORTHOPHONIE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3137;FORFAIT POST HOSPITALISATION - ORTHOPHONIE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3138;FORFAIT EVALUATION DOMICILE HANDICAP - ORTHOPHONIE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3139;CONTRAT INCITATIF ORTHOPHONISTE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3140;TELESOINS INFIRMIERS;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3141;TELESOINS PODOLOGUES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3142;TELESOINS ORTHOPHONISTES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3143;TELESOINS ORTHOPTISTES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3157;REEDUC PERSONNE AGEE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3158;REEDUC BRULURES;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3211;ACTES DE BIOLOGIE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3212;ACTES D  ANATOMO-CYTO-PATHOLOGIE EN LABORATOIRE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3213;FORFAIT PREALABLE BIOLOGIE IVG VILLE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3216;FORFAIT ULTERIEUR BIOLOGIE IVG VILLE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3221;PRELEVEMENT AUTRE QUE SANGUIN PAR UN DIRECTEUR DE LABORATOIRE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3222;PRELEVEMENT SANGUIN PAR UN DIRECTEUR DE LABORATOIRE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3223;PRELEVEMENT;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3225;PRELEVEMENT PAR PONCTION VEINEUSE DIRECTE POUR UN MEDECIN BIOLOGISTE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
3309;CODE TRACEUR ACCOMPAGNEMENT;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3404;ENTRETIEN FEMME ENCEINTE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
3405;REMUNERATION LABO TESTS PCR COVID 19;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Remuneration test PCR
4325;INDEMNITE COMPLEMENTAIRE POUR REEDUCATION PROFESSIONNELLE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
6191;INDEMNITE DE NOURRITURE;Indemnités Journalières;IJ Maladie;IJ Maladie
9123;COMPLEMENT MALADIES CHRONIQUES ET MAINTIEN A DOMICILE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
9129;INDEMNITES COMPLEMENTAIRES EN REEDUCATION PROFESSIONNELLE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
9313;FRAIS DE LECTURE POUR MAMMOGRAPHIE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
9422;PREVENTION BUCCO-DENTAIRE: RADIO DEUX CLICHES;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
9423;PREVENTION BUCCO-DENTAIRE: RADIO QUATRE CLICHES;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
9424;PREVENTION BUCCO-DENTAIRE: RADIO EN IMAGERIE NUMERISEE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
9436;BUCCO DENT. CONSULTATION ET RADIO PANORAMIQUE;Radios, Analyses et Auxiliaires Médicaux;Radio Imagerie Scanner;Radio Imagerie Scanner
9511;EXAMEN ET BILAN DE SANTE;Radios, Analyses et Auxiliaires Médicaux;Analyses Prelevements;Analyses Prelevements
9602;FORFAIT DE SOINS INFIRMIERS MUTUELLE SECTEUR MEDICAL (CAVIMAC);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
9603;FORFAIT DE SOINS INFIRMIERS MUTUELLE SECTEUR REPOS CONVALESCENCE (CAVIMAC);Radios, Analyses et Auxiliaires Médicaux;Auxiliaires Medicaux;Auxiliaires Medicaux
0;SANS OBJET;Codes réservés;Codes réservés;Divers
2200;DOTATION FILE ACTIVE PSY;Hospitalisation;Dotations & forfaits établissements;Dotation File Active Psy
1325;ACTE DE CHIRURGIE CD CCAM;Actes Technique et de Chirurgie;Chirurgie;Chirurgie
1353;ACTE D'IMAGERIE CD CCAM;Radios, Analyses et Auxiliaires Médicaux;Imagerie;Imagerie
1454;CONSULTATION CD;Consultations Visites;Consultations;Consultations
1354;ACTE TECHNIQUE MEDICAL CD CCAM;Actes Technique et de Chirurgie;Actes techniques;Actes techniques
4245;Code 4245 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
1046;TELECONSULTATION SPECIALISTE;Consultations Visites;Télémédecine;Télémédecine
1048;CONSULTATION INIT MT ALD;Consultations Visites;Consultations;Consultations
1041;CONSULT. PSYCHIATRE NEUROLOGUE;Consultations Visites;Consultations;Consultations
2303;SUPPLEMENT TRANSPORT PROVISOIRE SSR;Transports;Transports de malades;Transports
1042;CONSULTATION PEDIATRE 0-2 ANS;Consultations Visites;Consultations;Consultations
4243;Code 4243 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
1455;CONSULTATION SPECIALISTE CD;Consultations Visites;Consultations;Consultations
4244;Code 4244 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
1043;CONSULTATION PEDIATRE 2-6 ANS;Consultations Visites;Consultations;Consultations
3172;SEANCE PSYCHOMOTRICIEN;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
1440;Code 1440 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
1044;CONSULTATION PEDIATRE 6 ANS ET +;Consultations Visites;Consultations;Consultations
4237;AVION TRANSPORT SANITAIRE;Transports;Transports de malades;Transports
3602;SUPPLT CONDITIONNEL OPTIQUE CLS A;Optique;Optique;Optique
1982;VACCINATION HPV 1ERE DOSE;Prévention & Dépistage;Examens & actions de prévention;Prévention
1443;Code 1443 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
1983;VACCINATION HPV 2EME DOSE;Prévention & Dépistage;Examens & actions de prévention;Prévention
1965;MAJO DIMANCHE / NUIT HORS URGENCE;Consultations Visites;Classement par plage (à confirmer);À confirmer
1946;FORFAIT SAGE-FEMME REFERENTE;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires médicaux;Auxiliaires
1204;Code 1204 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
1218;VISITE SOINS PALLIATIFS;Consultations Visites;Visites;Visites
3170;SEANCE ERGOTHERAPEUTE;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
3167;BILAN PSYCHOLOGUE;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
1441;Code 1441 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
1442;Code 1442 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
2302;SUPPLEMENT TRANSPORT DEFINITIF SSR;Transports;Transports de malades;Transports
1953;Code 1953 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
3423;RDV PREVENTION PHARMACIE;Pharmacie;Pharmacie;Pharmacie
3168;SEANCE PSYCHOLOGUE;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
3601;TELESURVEILLANCE DEROGATOIRE;Consultations Visites;Télémédecine;Télémédecine
1467;CONSULTATION COMPLEXE CD;Consultations Visites;Consultations;Consultations
1203;RDV PREVENTION MEDECIN SAGE-FEMME;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires médicaux;Auxiliaires
1460;AVIS PONCTUEL DE CONSULTANT CD;Consultations Visites;Consultations;Consultations
4247;Code 4247 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
3171;BILAN PSYCHOMOTRICIEN;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
4236;AVION EVACUATION SANITAIRE;Hospitalisation;Classement par plage (à confirmer);À confirmer
3433;Code 3433 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
9728;AMELIORATION QUALITE VIE (CRPCEN);HP;Classement par plage (à confirmer);À confirmer
1039;TELECONSULTATION PEDIATRE 2-6 ANS;Consultations Visites;Télémédecine;Télémédecine
1047;CONSULTATION PSYCHIATRE RAPIDE SUITE ORIENTATION SAS OU MTT;Consultations Visites;Consultations;Consultations
1040;TELECONSULTATION PEDIATRE 0-2 ANS;Consultations Visites;Télémédecine;Télémédecine
3427;Code 3427 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
3169;BILAN ERGOTHERAPEUTE;Radios, Analyses et Auxiliaires Médicaux;Classement par plage (à confirmer);À confirmer
2293;DOTATION NOUVELLES ACTIVITES;Hospitalisation;Dotations & forfaits établissements;Dotation Nouvelles Activites
4239;BATEAU TRANSPORT SANITAIRE;Transports;Transports de malades;Transports
2304;SUPPLEMENT TRANSPORT PERMISSION THERAPEUTIQUE SSR;Transports;Transports de malades;Transports
1947;FORFAIT ASTREINTE SAGE-FEMME;Radios, Analyses et Auxiliaires Médicaux;Auxiliaires médicaux;Auxiliaires
1967;Code 1967 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
4241;TRAIN TRANSPORT SANITAIRE;Transports;Transports de malades;Transports
1948;FORFAIT DE SURVEILLANCE SF;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Forfaits
3166;RDV PREVENTION INFIRMIER;Radios, Analyses et Auxiliaires Médicaux;Imagerie;Imagerie
9208;DEPISTAGE SCOLAIRE ENFANT;Prévention & Dépistage;Examens & actions de prévention;Prévention
4400;Code 4400 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
4246;Code 4246 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
1966;Code 1966 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
1035;Code 1035 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
3426;Code 3426 (retiré avant 2023);Pharmacie;Codes retirés (classement par plage);À confirmer
2296;Code 2296 (retiré avant 2023);Hospitalisation;Codes retirés (classement par plage);À confirmer
1524;Code 1524 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
1949;MAJORATION DE SURVEILLANCE SF;Actes Technique et de Chirurgie;Majorations;Majorations
4401;Code 4401 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
1963;MAJO URGENCE + DE 75 ANS SAMU/AMB;Consultations Visites;Classement par plage (à confirmer);À confirmer
1032;Code 1032 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
4402;Code 4402 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
1456;VISITE CD;Consultations Visites;Visites;Visites
1034;Code 1034 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
9209;Code 9209 (retiré avant 2023);Prévention & Dépistage;Codes retirés (classement par plage);À confirmer
1468;Code 1468 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
1033;Code 1033 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
9210;FORMATION DEPISTAGE SCOLAIRE;Prévention & Dépistage;Examens & actions de prévention;Prévention
1031;Code 1031 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
4159;DETECTION FRAGILITE SENIOR MILIEU THERMAL;Autres Postes;Classement par plage (à confirmer);À confirmer
1964;MAJORATION 19H-21H;Actes Technique et de Chirurgie;Majorations;Majorations
1984;Code 1984 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
4334;Code 4334 (retiré avant 2023);HP;Codes retirés (classement par plage);À confirmer
1444;Code 1444 (retiré avant 2023);Dentaire;Codes retirés (classement par plage);À confirmer
3424;PRESCRIPTION RENFORCEE REMBOURSABLE;Pharmacie;Classement par plage (à confirmer);À confirmer
4333;FRAIS EXPERTISE CTX AT;HP;Classement par plage (à confirmer);À confirmer
1038;Code 1038 (retiré avant 2023);Consultations Visites;Codes retirés (classement par plage);À confirmer
